x,y,f
3.7655453625593784,2.1601315914362553,-0.34994121783493115
8.28400964549436,1.6525541403380972,-0.48973503662970963
9.065210097751372,8.41431751076142,-0.9799137080309832
5.646335979351554,3.205312449609808,0.5422641577464442
0.28513140226443245,8.503501229965813,0.5940991966858354
5.279617376801423,6.867691061878896,-0.4069039568539057
6.794324295406458,8.245051369397313,0.6198783007575528
8.556037744376848,0.09556536367827495,0.6984109870256561
0.789667902657496,9.333400669878563,-0.6429093344346801
4.975300430047072,7.43493760745197,-0.15549899903520378
6.953323100045454,5.3033830504349835,-0.30473907696481584
1.27552587451214,3.4833940159650267,-0.9989176325125884
1.582663693641766,5.660129563249581,0.8189666566746315
0.7884166307294249,5.2688453223362295,-0.2240063470445266
1.004747504359913,7.334569834863443,0.884518390667578
9.137317312706442,0.6903354709565557,-0.392064616699733
1.5464406499591987,6.936598098382558,0.8085826451760413
3.053683921979834,9.283479623968207,-0.2272054011051249
8.70582271742849,9.133156076775826,-0.8471386549317367
9.453663652617307,9.274120256299064,-0.12147128785273886
2.3584937453654833,5.0689587090430965,0.9104071555039353
8.087744227233182,9.289110229312772,-0.9951925559095419
7.385543635212322,2.718786262467454,-0.6284445592769607
3.4792758420261904,0.6534103117303169,-0.8366254710990733
1.5350482906830298,2.0180677495050547,-0.4000059944869425
3.8561213360577327,3.359137389840435,0.802857777057526
8.77151342853504,0.665554416467079,-0.012289574855153614
1.4658634274341398,5.377851787896289,0.5316350907097963
0.11591794939621591,5.807646915047129,-0.351918981471097
0.13722755377259532,9.502767582005372,-0.21355959812465222
6.0511947364678065,7.982794136629018,0.9946818635948219
9.421714922748006,4.110980570569604,0.8228026031541995
2.285394232874214,1.0715811787735607,-0.21372135825089505
1.7230341206631894,3.3888627410823235,-0.9212525224882161
8.317180960997645,4.625391993264648,0.3673910505148303
8.710828319725763,0.6120064089834143,0.10176675093098982
3.7800112101769057,7.515162651554461,-0.9554547464576073
3.6818487873016545,7.515746403705078,-0.9796630852598853
2.301445233180832,9.020546177548924,-0.9471972751349191
9.107746351550478,0.634943710264686,-0.31258396877113925
4.869676661288059,2.715887525363633,0.964191805870091
9.130524182567715,1.2237266386248857,-0.8013046875704428
0.6008854821628573,9.091770536555755,-0.2646857717338896
4.922550331857022,2.326741227991662,0.8226783322109276
1.8809761297821015,4.631019013024464,0.2268185392901594
4.137650470311426,8.099600719393187,-0.32320984130550523
0.2770906769571879,3.703406338387789,-0.7439113753748055
5.715962562084354,5.818213989425409,-0.8584264697042467
8.642477020531942,0.7380212299497557,0.044265241888388165
2.79491905961357,5.700261666365263,0.8013790891418755
1.7162860118697365,1.7147873557171522,-0.28545458394063145
1.6362791276414557,7.22802594516306,0.5315867952583865
5.419264948747363,3.7824253653786966,0.22124180452475314
3.00821180162802,3.8208210214696168,0.5191426382231527
4.597910773659413,7.431635997956628,-0.5114091852875109
4.930908920215515,7.7441070680896065,0.1084317616998674
7.562331548335404,8.279920517325293,-0.13388554573408284
9.572014803206475,9.367351909552701,0.08969010458917318
5.798347226999384,8.34444712065326,0.999984166189835
6.58738361472535,3.959742862813551,-0.901121166502371
9.764521418271492,0.6761059352388654,-0.8499284018179175
3.4746704015327143,4.284021726235468,0.9954633892986384
8.279097160074507,0.3515746816639842,0.7132373485963084
2.2297772919848313,0.4991297616523238,0.40107090718852756
1.7206811200506356,1.9482922747967157,-0.5032716947175029
8.549390897960524,4.2186583597153895,0.20031423232380738
4.721675897020699,1.2827419022220943,-0.275170945766818
5.391262545204196,0.2531645901351931,-0.5961989160408174
6.061833106594786,0.8027542596838255,0.5491961678326083
2.3072147769431406,8.784723394135273,-0.9953605927717516
5.964605319710559,9.20537637723286,0.5124037214484181
9.74912644285465,0.6293123349444318,-0.8155394848719434
6.596769805535133,2.924046712637951,-0.09589099172915619
8.71315001884678,9.81782828595318,-0.3132160662903614
6.378626785202486,2.396164910109342,0.6051754718322357
5.923315146076947,1.6202387145709574,0.9522029868082126
2.3127648959591918,0.4465979787065899,0.37299026243699734
4.523453867790859,3.0890801163346904,0.9709928469894786
7.493099223724327,8.560644114650778,-0.3389306794046817
6.621362448000743,2.20711974187501,0.5615813743655926
5.821239944341068,8.753950162302603,0.9055919066779508
0.452075900869795,6.028347734464404,0.19596195435266112
5.288958429384035,6.465669337503398,-0.7254877643452857
7.382708697812572,4.753388922580894,-0.4171189290570291
4.233318639205282,8.976123339736342,0.5996561492378892
9.247640758086138,1.4478344535039056,-0.9553072054844587
2.9509022307827113,6.992098050707618,-0.49533664937649713
4.578123967099215,8.343531744075504,0.3478576711341268
9.663417933256328,8.078124330030723,-0.8948136695133232
7.687929811239238,2.508968783410129,-0.6976560978849121
6.377140834559297,4.219719073094476,-0.9215608767356058
2.852492207475994,8.342575311406732,-0.9801671313841143
8.246292169101324,2.54860665360374,-0.9799321601208506
0.13624282404366195,0.013465793778640878,0.14915001586382748
9.856885707821093,7.197250986330141,-0.9748781710340977
6.595751750533838,4.0571271848271016,-0.9418523769299348
9.789421722239327,7.244851965055927,-0.9702618931676569
6.4948930073723155,8.183433717723085,0.8571118179793316
1.6269046452945612,8.940379043452463,-0.9096770207481149
8.71929840618758,0.6232865272299326,0.08210051345371085
1.6568096345761785,1.5446944023426135,-0.0598755490352735
0.33375635160519,7.593014696382832,0.9973520200626483
3.9977319554772253,2.975622854498633,0.6366679014332597
4.883925458615125,8.510265727477666,0.736458776414353
0.8416604033584973,2.8145394325629547,-0.4921929446864813
6.055365067529372,1.3340209308760909,0.894002818758078
7.801011052637037,8.034976406226445,-0.1276747538617626
