x,y
7.102635278208669,1.2010632973676176
7.462025026448051,1.259172348584676
0.6379778793829172,2.592844344718524
1.4368046217845598,-1.0079568610918195
3.4854934849084804,3.2737542283585834
2.1557743737952038,-0.5606337202328493
4.51757163067959,0.8904128699417185
4.636519301722041,1.9874857059410584
0.7112696812671937,0.5505116607232867
4.933928331978691,1.2919492436793545
6.908963787243771,1.2420714241254567
3.933032428244166,0.8583167479993161
2.717144532784207,1.685395443482854
5.541815326173456,4.609307635349607
7.1191808339947205,2.069152707914903
4.642069346714265,1.0546981066704781
9.467630870679649,1.7796394370522037
2.803718272056872,2.524583799110811
7.9223289761808315,1.446659268650659
4.805782738203685,0.6799125090890987
4.7407749987881935,0.6107564031332532
3.129885106980267,3.5316416834955584
0.648490092224232,1.4040215359157846
4.483818896165243,-0.1842318135149903
4.0997499871318235,0.38672237057483283
2.853825203839845,1.857175875146421
7.592364597367075,2.264065291077102
0.4993007541402372,1.842380326464904
0.6628294769285636,0.09798921253258319
8.954294706437047,2.8070446792449015
9.802620286395754,2.1113284973936763
1.5389833948094789,-1.7976973828423646
8.080260044420612,3.9550933412416267
9.353294111169529,1.3162689857605154
2.731030576757445,0.46046576941465167
7.746571555488162,2.5357845582534186
8.334394496448231,2.7921933890634
4.387455713554629,2.3769321097176244
3.3815723064026857,4.780259862920455
8.518694357160118,2.018796515205117
8.253557965859658,0.7016634105192405
4.559304138294463,2.5231875930197036
6.166234210985103,2.062381515862278
6.298260068769311,1.9267867358781303
4.022399230279873,1.4887724101818012
9.912710008268789,0.6277532763862876
0.7889256229326247,1.8313817780835422
1.1936956920114705,1.5901776830320768
6.874487466751362,1.4375944765852608
9.398712146002369,1.225859095316761
3.615280589518486,2.0596656075188076
7.699700442616008,0.37215207210751644
5.697190118786367,1.5537889574366173
5.685018395037696,0.3439571768288807
9.265864172729422,0.30938270160311765
3.7191155155764055,0.07867288981162723
2.7995270899748768,0.36435201894392266
8.5557098674665,1.256473953396929
